player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,17,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,18,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,19,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,20,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,21,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,22,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,23,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,24,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,25,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,27,-
466.p.5840,Kyle Kuzma,date,2025-12-13,2025-12-13,28,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,0,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,1,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,2,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,3,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,4,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,5,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,6,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,7,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,8,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,9,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,10,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,11,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,12,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,13,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,14,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,15,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,16,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,17,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,18,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,19,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,20,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,21,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,22,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,23,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,24,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,25,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,27,-
466.p.5842,Derrick White,date,2025-12-13,2025-12-13,28,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,0,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,1,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,2,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,3,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,4,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,5,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,6,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,7,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,8,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,9,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,10,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,11,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,12,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,13,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,14,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,15,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,16,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,17,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,18,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,19,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,20,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,21,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,22,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,23,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,24,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,25,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,27,-
466.p.5843,Josh Hart,date,2025-12-13,2025-12-13,28,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,0,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,1,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,2,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,3,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,4,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,5,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,6,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,7,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,8,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,9,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,10,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,11,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,12,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,13,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,14,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,15,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,16,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,17,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,18,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,19,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,20,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,21,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,22,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,23,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,24,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,25,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,27,-
466.p.5856,Isaiah Hartenstein,date,2025-12-13,2025-12-13,28,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,0,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,1,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,2,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,3,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,4,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,5,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,6,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,7,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,8,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,9,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,10,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,11,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,12,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,13,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,14,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,15,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,16,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,17,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,18,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,19,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,20,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,21,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,22,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,23,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,24,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,25,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,27,-
466.p.5858,Dillon Brooks,date,2025-12-13,2025-12-13,28,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,0,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,1,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,2,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,3,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,4,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,5,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,6,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,7,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,8,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,9,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,10,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,11,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,12,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,13,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,14,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,15,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,16,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,17,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,18,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,19,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,20,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,21,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,22,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,23,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,24,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,25,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,27,-
466.p.5903,Luke Kornet,date,2025-12-13,2025-12-13,28,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,0,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,1,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,2,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,3,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,4,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,5,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,6,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,7,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,8,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,9,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,10,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,11,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,12,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,13,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,14,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,15,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,16,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,17,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,18,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,19,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,20,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,21,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,22,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,23,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,24,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,25,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,27,-
466.p.5905,Royce O'Neale,date,2025-12-13,2025-12-13,28,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,0,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,1,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,2,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,3,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,4,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,5,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,6,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,7,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,8,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,9,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,10,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,11,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,12,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,13,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,14,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,15,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,16,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,17,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,18,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,19,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,20,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,21,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,22,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,23,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,24,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,25,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,27,-
466.p.5958,Deandre Ayton,date,2025-12-13,2025-12-13,28,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,0,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,1,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,2,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,3,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,4,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,5,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,6,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,7,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,8,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,9,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,10,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,11,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,12,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,13,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,14,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,15,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,16,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,17,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,18,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,19,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,20,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,21,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,22,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,23,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,24,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,25,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,27,-
466.p.5959,Marvin Bagley III,date,2025-12-13,2025-12-13,28,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,0,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,1,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,2,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,3,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,4,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,5,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,6,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,7,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,8,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,9,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,10,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,11,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,12,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,13,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,14,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,15,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,16,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,17,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,18,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,19,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,20,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,21,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,22,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,23,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,24,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,25,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,27,-
466.p.6014,Luka Dončić,date,2025-12-13,2025-12-13,28,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,0,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,1,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,2,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,3,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,4,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,5,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,6,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,7,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,8,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,9,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,10,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,11,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,12,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,13,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,14,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,15,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,16,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,17,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,18,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,19,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,20,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,21,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,22,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,23,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,24,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,25,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,27,-
466.p.6015,Jaren Jackson Jr.,date,2025-12-13,2025-12-13,28,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,0,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,1,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,2,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,3,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,4,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,5,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,6,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,7,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,8,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,9,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,10,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,11,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,12,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,13,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,14,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,15,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,16,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,17,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,18,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,19,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,20,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,21,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,22,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,23,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,24,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,25,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,27,-
466.p.6016,Trae Young,date,2025-12-13,2025-12-13,28,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,0,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,1,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,2,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,3,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,4,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,5,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,6,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,7,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,8,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,9,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,10,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,11,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,12,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,13,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,14,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,15,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,16,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,17,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,18,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,19,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,20,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,21,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,22,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,23,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,24,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,25,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,27,-
466.p.6018,Wendell Carter Jr.,date,2025-12-13,2025-12-13,28,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,0,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,1,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,2,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,3,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,4,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,5,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,6,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,7,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,8,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,9,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,10,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,11,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,12,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,13,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,14,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,15,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,16,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,17,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,18,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,19,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,20,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,21,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,22,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,23,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,24,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,25,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,27,-
466.p.6019,Collin Sexton,date,2025-12-13,2025-12-13,28,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,0,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,1,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,2,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,3,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,4,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,5,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,6,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,7,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,8,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,9,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,10,-
466.p.6021,Mikal Bridges,date,2025-12-13,2025-12-13,11,-
